reel,creator,hook,name,category,subcategory,destination,region,city,area,location_text,website,date_info,price_text,themes,confidence,saved_from,needs_location,needs_website,date_required,source_reel
DYJs0Cxqu1G,exploringlondon,Secret garden hiding between two mansions,Clifton Nurseries,see-do,experience,london,,London,Maida Vale,"5A Clifton Villas, London W9 2PH",,Open 7 days a week,,"hidden-gem, photo-spot, nature",high,1,Y,Y,,https://www.instagram.com/reel/DYJs0Cxqu1G/
DYMH4d2KmJ3,exploringlondon,Tour the hospital closed to the public,Royal Hospital Chelsea Guided Tours,see-do,tour,london,,London,Chelsea,"Royal Hospital Chelsea, Royal Hospital Road, London SW3 4SR",https://www.chelsea-pensioners.co.uk,Tours run Tuesday–Sunday,"£30 adults, £17.50 children","hidden-gem, bucket-list",high,1,Y,Y,Y,https://www.instagram.com/reel/DYMH4d2KmJ3/
DYNHNVgK3X8,exploringlondon,Afternoon tea inside a Louis Vuitton hotel,Cafe Alma at Louis Vuitton Hotel Pop-Up,drink,coffee,london,,London,Mayfair,"28 Berkeley Square, London W1J 6EN",,,Sweet Moments menu £26 (1 coffee/tea + 1 cake); LV biscuit box of 4 for £26,"luxury, photo-spot",high,1,Y,,,https://www.instagram.com/reel/DYNHNVgK3X8/
DYQDUBfKott,exploringlondon,Dine where Westwood staged her catwalk,"Idalia at Pillar Hall, Olympia",eat,restaurant,london,,London,Olympia,"Pillar Hall, Olympia Way, London W14 0EY",,,,"bucket-list, photo-spot, food",high,1,Y,Y,,https://www.instagram.com/reel/DYQDUBfKott/
DYT64YVKSPs,exploringlondon,Budget day trip itinerary for Leeds,Cheap Day Out in Leeds,itinerary,day-trip,other,Yorkshire,Leeds,,"Leeds, West Yorkshire, UK",,,Train cheaper with LNER booked 2 weeks ahead + railcard (30% off); dinner under £12,"budget, day-trip, food",high,1,Y,,Y,https://www.instagram.com/reel/DYT64YVKSPs/
DYT64YVKSPs,exploringlondon,Portuguese ceramics sold by the kilo,Mondego Outlet,shop,specialty,other,Yorkshire,Leeds,,"Mondego Outlet, Leeds",,,£5.50 per kilo,"budget, hidden-gem",high,2,Y,,,https://www.instagram.com/reel/DYT64YVKSPs/
DYT64YVKSPs,exploringlondon,A food hall inside a historic Leeds hall,Whitecloth Hall,eat,food-hall,other,Yorkshire,Leeds,City Centre,"Whitecloth Hall, King Street, Leeds LS1",,,,"food, hidden-gem",medium,1,Y,Y,,https://www.instagram.com/reel/DYT64YVKSPs/
DYT64YVKSPs,exploringlondon,"Europe's largest indoor market, M&S birthplace",Kirkgate Market,shop,market,other,Yorkshire,Leeds,City Centre,"Kirkgate Market, Vicar Lane, Leeds LS2 7HY",,,,"hidden-gem, bucket-list, food",high,1,Y,,,https://www.instagram.com/reel/DYT64YVKSPs/
DYXT0OGKz4-,exploringlondon,"London's priciest coffee, £265 a cup",Shot London,drink,coffee,london,,London,Mayfair,"Shot London, Mayfair, London",,,Reserve Okinawa single-origin £265/cup; signature ice-cube coffees also available,"luxury, hidden-gem, bucket-list",high,1,Y,,,https://www.instagram.com/reel/DYXT0OGKz4-/
DYfWXFIKiCW,exploringlondon,Chelsea's free flower festival walking route,Chelsea in Bloom 2026,itinerary,neighborhood-walk,london,,London,Chelsea,"Sloane Square, London SW1W 8EE",,18–24 May 2026,"Free, no tickets required","free, seasonal, photo-spot, nature",high,1,Y,,Y,https://www.instagram.com/reel/DYfWXFIKiCW/
DYh7j5rqEF9,exploringlondon,Walk the Sistine ceiling in London,Michelangelo's Sistine Chapel: The Exhibition,see-do,museum-gallery,london,,London,Tower Hill,"1 America Square, London EC3N 2LS",,,Tickets from £18 (reduced at opening); 10% off with code EXPLORINGLONDON10 via Fever,"bucket-list, hidden-gem",high,1,Y,Y,,https://www.instagram.com/reel/DYh7j5rqEF9/
DYkLhELMcKU,exploringlondon,Every variety of date imaginable,Qin Wan London,eat,bakery-dessert,london,,London,Mayfair,"The Chancery Rosewood, 30 Grosvenor Square, London W1K 9AN",,Newly opened as of 2026,"£4 per date, box of 4 for £16, box of 6 for £24","hidden-gem, food",high,1,Y,,,https://www.instagram.com/reel/DYkLhELMcKU/
DYnBSkaqV2S,exploringlondon,Dinosaur-era ocean monsters come alive,Jurassic Oceans: Monsters of the Deep,see-do,museum-gallery,london,,London,South Kensington,"Natural History Museum, Cromwell Road, South Kensington, London SW7 5BD",https://www.nhm.ac.uk,New exhibition open from 2026,,"bucket-list, family",high,1,Y,Y,,https://www.instagram.com/reel/DYnBSkaqV2S/
DYpfHerKJbp,exploringlondon,A biscuit palace inside Piccadilly,Biscuitorium at Fortnum & Mason,shop,specialty,london,,London,Piccadilly,"Fortnum and Mason, 181 Piccadilly, London W1A 1ER",https://www.fortnumandmason.com,Newly opened as of 2026,Whoppalossus biscuit £30,"hidden-gem, food",high,1,Y,,,https://www.instagram.com/reel/DYpfHerKJbp/
DYrlStLKldD,exploringlondon,Shape molten glass into flowers,Zoey Filigree Glass-Making Workshop,see-do,class-workshop,london,,London,Waterloo,"6 Bedlam Mews, London SE11 6DF",,,From £65 per person for 1.5-hour workshop; up to 3-hour classes available,"hidden-gem, photo-spot",high,1,Y,Y,,https://www.instagram.com/reel/DYrlStLKldD/
DYwmFf7K8zA,exploringlondon,England's most haunted medieval street,The Shambles,see-do,landmark,other,Yorkshire,York,City Centre,"The Shambles, York, YO1 7LZ",,,Free,"free, bucket-list, day-trip",high,1,Y,,,https://www.instagram.com/reel/DYwmFf7K8zA/
DYwmFf7K8zA,exploringlondon,Hot chocolate shot in an edible cup,Monk Bar Chocolatiers,eat,bakery-dessert,other,Yorkshire,York,The Shambles,"Monk Bar Chocolatiers, The Shambles, York",,,,"food, day-trip",medium,1,Y,,,https://www.instagram.com/reel/DYwmFf7K8zA/
DYwmFf7K8zA,exploringlondon,Victorian streets frozen in time,York Castle Museum,see-do,museum-gallery,other,Yorkshire,York,City Centre,"York Castle Museum, Eye of Yorkshire, York YO1 9RY",https://www.yorkcastlemuseum.org.uk,,,"day-trip, family",high,1,Y,Y,,https://www.instagram.com/reel/DYwmFf7K8zA/
DYwmFf7K8zA,exploringlondon,Climb a tower for Yorkshire views,Clifford's Tower,view,scenic-overlook,other,Yorkshire,York,City Centre,"Clifford's Tower, Tower Street, York YO1 9SA",https://www.english-heritage.org.uk/visit/places/cliffords-tower-york/,,,"day-trip, photo-spot, bucket-list",high,1,Y,,,https://www.instagram.com/reel/DYwmFf7K8zA/
DYwmFf7K8zA,exploringlondon,The UK's most legendary cream tea,Betty's Cafe Tea Rooms,eat,cafe,other,Yorkshire,York,St Helen's Square,"Betty's Cafe Tea Rooms, 6-8 St Helen's Square, York YO1 8QP",https://www.bettys.co.uk,,,"bucket-list, day-trip, food",high,1,Y,,,https://www.instagram.com/reel/DYwmFf7K8zA/
DYwmFf7K8zA,exploringlondon,Nepalese momos for under eleven pounds,Tass,eat,restaurant,other,Yorkshire,York,,"Tass, York",,,Momo plate under £11,"budget, food, day-trip",medium,1,Y,Y,,https://www.instagram.com/reel/DYwmFf7K8zA/
DYwmFf7K8zA,exploringlondon,A budget day trip to magical York,York on a Budget Day Trip from London,itinerary,day-trip,other,Yorkshire,York,,"York, North Yorkshire, England",https://www.lner.co.uk,,Train cheapest booked 2 weeks ahead; railcard saves 30%,"day-trip, budget",high,1,Y,,Y,https://www.instagram.com/reel/DYwmFf7K8zA/
DZA6TyRK7GO,exploringlondon,Northern China noodles in Canary Wharf,JWD Lamin Noodle Bar,eat,restaurant,london,,London,Canary Wharf,"Unit 2, 40 Bank Street, Canary Wharf Estate, London E14 5DA",,,Affordable; large portions,"hidden-gem, food, budget",high,1,Y,Y,,https://www.instagram.com/reel/DZA6TyRK7GO/
DZDQxDSKSbK,exploringlondon,Reality dissolves in sixty illusions,Museum of Illusions London,see-do,museum-gallery,london,,London,Fitzrovia,"Museum of Illusions, 17 Tottenham Court Road, London W1T 1BJ",https://museumofillusions.co.uk,Newly opened as of 2026,Adult tickets from £23.20,"family, photo-spot",high,1,Y,Y,,https://www.instagram.com/reel/DZDQxDSKSbK/
DZF0YUdK9xp,exploringlondon,The UK's most stunning hidden chapel,Watts Cemetery Chapel,see-do,landmark,london,Surrey,Compton,,"Watts Cemetery Chapel, Down Lane, Compton, Guildford GU3 1DQ",https://wattsgallery.org.uk,,Free or discounted with Art Fund National Art Pass,"hidden-gem, day-trip, photo-spot",high,1,Y,,,https://www.instagram.com/reel/DZF0YUdK9xp/
DZF0YUdK9xp,exploringlondon,A Victorian artist's secret Surrey estate,Watts Gallery & Artists' Village,see-do,museum-gallery,london,Surrey,Compton,,"Watts Gallery, Down Lane, Compton, Guildford GU3 1DQ",https://wattsgallery.org.uk,,Discounted with Art Fund National Art Pass; 3-month trial for £20 (ends 30 June 2026),"hidden-gem, day-trip",high,1,Y,Y,,https://www.instagram.com/reel/DZF0YUdK9xp/
DZKeFz7qlfU,exploringlondon,Soy sauce and toothpaste ice cream,The Ice Cream Project by Anya Hindmarch,eat,bakery-dessert,london,,London,Belgravia,"11 Pont Street, Anya Village, London SW1X 9EH",https://www.anyahindmarch.com,"Seasonal — returns annually, fifth year running",,"hidden-gem, food, seasonal",high,1,Y,,,https://www.instagram.com/reel/DZKeFz7qlfU/
DZNt_vpqWW-,exploringlondon,Soho's Indian institution for forty years,Delhi Brasserie,eat,restaurant,london,,London,Soho,"44 Frith Street, London W1D 4SB",,,,food,high,1,Y,Y,,https://www.instagram.com/reel/DZNt_vpqWW-/
DZS7w3qKbej,exploringlondon,White cliffs and caves at low tide,Botany Bay,nature,beach,london,Kent,Broadstairs,,"Botany Bay, Broadstairs, Kent CT10 3LJ",,Visit at low tide — check Met Office tide times,Free,"day-trip, nature, photo-spot, free",high,1,Y,,Y,https://www.instagram.com/reel/DZS7w3qKbej/
DZVWnAIKbhQ,exploringlondon,The coffee shop where you pick the music,Castiglione London,drink,coffee,london,,London,Charing Cross,"17 Whitcomb Street, London WC2H 7HA",,,,hidden-gem,high,1,Y,,,https://www.instagram.com/reel/DZVWnAIKbhQ/
DZXfgzlqFeN,exploringlondon,London's most beautiful coffee cup,Cream Dream London,drink,coffee,london,,London,Covent Garden,"46 Bedford Street, London WC2E 9HA",,,,"hidden-gem, photo-spot",high,1,Y,,,https://www.instagram.com/reel/DZXfgzlqFeN/
DZZkaL8K9Cm,exploringlondon,London skyline from a gallery rooftop,Portrait Restaurant at the National Portrait Gallery,eat,restaurant,london,,London,Trafalgar Square,"National Portrait Gallery, St Martin's Place, London WC2H 0HE",https://www.npg.org.uk/visit/restaurant,,50% off food bill via First Table app,"hidden-gem, food, photo-spot",high,1,Y,Y,,https://www.instagram.com/reel/DZZkaL8K9Cm/
DZc_UwNKLW2,exploringlondon,Dine inside a Mayfair Indian palace,Madhu's of Mayfair,eat,fine-dining,london,,London,Mayfair,"Madhu's of Mayfair, Mayfair, London",https://madhusofmayfair.com,,,"luxury, food, bucket-list",high,1,Y,Y,,https://www.instagram.com/reel/DZc_UwNKLW2/
DZhfU2UKMT4,exploringlondon,"Amalfi lemon pasta, made in London",Pasta Evangelists — Summer in Amalfi Menu,eat,restaurant,london,,London,,"Pasta Evangelists, multiple London locations",https://www.pastaevangelists.com,"Limited summer menu, Summer 2026",,"seasonal, food",high,1,Y,Y,,https://www.instagram.com/reel/DZhfU2UKMT4/
DZhfU2UKMT4,exploringlondon,Hand-roll lemon pasta with cocktails,Pasta Evangelists — Summer in Amalfi Pasta Class,see-do,class-workshop,london,,London,,"Pasta Evangelists, multiple London locations",https://www.pastaevangelists.com,Limited summer season 2026,,"seasonal, food, bucket-list",high,1,Y,Y,,https://www.instagram.com/reel/DZhfU2UKMT4/
DZlIgFaKfn2,exploringlondon,Massive new M&S food hall opens,M&S Food Hall — Tottenham Court Road,eat,food-hall,london,,London,Tottenham Court Road,"Tottenham Court Road, London",https://www.marksandspencer.com,Newly opened 2026,,food,high,1,Y,Y,,https://www.instagram.com/reel/DZlIgFaKfn2/
C-XkB34Pj5I,empty.japan,Tattoo-friendly onsens in Kusatsu,Kusatsu Onsen — Tattoo-Friendly Public Baths,see-do,experience,japan,Kanto / Gunma,Kusatsu,,"Kusatsu Onsen, Gunma Prefecture, Japan",,,,"hidden-gem, nature, bucket-list",high,1,Y,Y,,https://www.instagram.com/reel/C-XkB34Pj5I/
C-XkB34Pj5I,empty.japan,Seven inked-friendly baths near Kyoto,Kinosaki Onsen,see-do,experience,japan,Kansai,Kinosaki,,"Kinosaki Onsen, Toyooka, Hyogo Prefecture, Japan",,,,"hidden-gem, nature, bucket-list",high,3,Y,Y,,https://www.instagram.com/reel/C-XkB34Pj5I/
C0_p7sgvAke,empty.japan,"Osaka's top restaurant, no sponsors",Sandaime Wakihiko Shouten,eat,restaurant,japan,Kansai,Osaka,Fukushima,"2 Chome-10-22 Fukushima, Fukushima Ward, Osaka 553-0003, Japan",,,,"hidden-gem, food",medium,1,Y,Y,,https://www.instagram.com/reel/C0_p7sgvAke/
C0jV0R6vi8A,empty.japan,A forest of trees from one trunk,Daisugi — Northern Kyoto,see-do,experience,japan,Kansai,Kyoto,Northern Kyoto,"Northern Kyoto, Kyoto Prefecture, Japan",,,free,"hidden-gem, nature, photo-spot, free",high,1,Y,Y,,https://www.instagram.com/reel/C0jV0R6vi8A/
C0jV0R6vi8A,empty.japan,A 650-year-old imperial cherry tree,Kokonoe Sakura,nature,natural-landmark,japan,Kansai,Kyoto,,"Kokonoe Sakura, Kyoto Prefecture, Japan",,"Single annual bloom, typically late March–April",,"seasonal, bucket-list, nature, hidden-gem",medium,1,Y,,,https://www.instagram.com/reel/C0jV0R6vi8A/
C0jV0R6vi8A,empty.japan,Japan's widest pine spans 50 metres,Yuryu Pine Tree,nature,natural-landmark,japan,Kansai,Kyoto,,"Yuryu Pine Tree, Kyoto Prefecture, Japan",,,,"hidden-gem, nature, photo-spot",medium,1,Y,,,https://www.instagram.com/reel/C0jV0R6vi8A/
C0wQSRSvXVF,empty.japan,Fishermen's floating houses in Ine,Funaya Boat Houses — Ine,see-do,experience,japan,Kansai,Ine,,"Ine, Kyoto Prefecture, Japan",,,,"hidden-gem, photo-spot, bucket-list",high,1,Y,Y,,https://www.instagram.com/reel/C0wQSRSvXVF/
C0wQSRSvXVF,empty.japan,Secret mountain onsen near Kobe,Private Onsen in the Mountains — Kobe,see-do,experience,japan,Kansai,Kobe,,"Mountains near Kobe, Hyogo Prefecture, Japan",,,,"hidden-gem, nature, luxury",medium,1,Y,Y,,https://www.instagram.com/reel/C0wQSRSvXVF/
C0wQSRSvXVF,empty.japan,A mossy hidden temple in Ohara,Kochidani Amida-ji Temple,see-do,landmark,japan,Kansai,Kyoto,Ohara,"Kochidani Amida-ji Temple, Ohara, Kyoto Prefecture, Japan",,,,"hidden-gem, nature, photo-spot",high,1,Y,,,https://www.instagram.com/reel/C0wQSRSvXVF/
C0wQSRSvXVF,empty.japan,Sacred sunrise hike above Kyoto,Mt. Atago,nature,hike-trail,japan,Kansai,Kyoto,Arashiyama,"Mt. Atago, Kyoto Prefecture, Japan",,,,"bucket-list, nature, photo-spot",high,1,Y,,,https://www.instagram.com/reel/C0wQSRSvXVF/
C19bMkXPzMn,empty.japan,Ancient village life in rural Tamba,"Tamba, Hyogo",see-do,experience,japan,Kansai,Tamba,,"Tamba, Hyogo Prefecture, Japan",,,,"hidden-gem, nature",medium,1,Y,Y,,https://www.instagram.com/reel/C19bMkXPzMn/
C19bMkXPzMn,empty.japan,Shinto shrine hidden in Kyoto forest,Kamo Jinja Shrine — Ukyo Ward,see-do,landmark,japan,Kansai,Kyoto,Ukyo Ward,"Kamo Jinja Shrine, Ukyo Ward, Kyoto, Japan",,,free,"hidden-gem, free, nature",medium,1,Y,,,https://www.instagram.com/reel/C19bMkXPzMn/
C1HQZzOPnx9,empty.japan,Wild monkeys soak in hot springs,Snow Monkey Park,nature,natural-landmark,japan,Chubu,Yamanouchi,Jigokudani,"Jigokudani Monkey Park, Yamanouchi, Nagano, Japan",,Best in winter (December-March) when snow is present,,"bucket-list, nature, photo-spot",high,1,Y,,,https://www.instagram.com/reel/C1HQZzOPnx9/
C2KSMlfPo3j,empty.japan,Italian-Japanese fusion on Kyoto's oldest canal,Arancino Kyoto,eat,fine-dining,japan,Kansai,Kyoto,Nakagyo,"Kyoto, Nakagyo Ward, Ichinofunairicho, 537-9",,,,"hidden-gem, food, photo-spot",high,1,Y,Y,,https://www.instagram.com/reel/C2KSMlfPo3j/
C32ZtCOPHYo,empty.japan,Japan's ultimate comfort meal under $10,Teishokuya (Japanese set meal restaurants),eat,restaurant,japan,,,,,,,,"food, budget",medium,1,Y,Y,,https://www.instagram.com/reel/C32ZtCOPHYo/
C3aG119vtko,empty.japan,A hall that floats above a sacred lake,Ukimido Floating Hall,see-do,landmark,japan,Kansai,Moriyama,,"Ukimido Floating Hall, Lake Biwa, Shiga, Japan",,,,"hidden-gem, photo-spot, nature",high,1,Y,,,https://www.instagram.com/reel/C3aG119vtko/
C3aG119vtko,empty.japan,A hidden temple swallowed by forest,Ryuzoji Temple,see-do,landmark,japan,Kansai,,,"Ryuzoji Temple, Hyogo, Japan",,,,"hidden-gem, nature",medium,2,Y,,,https://www.instagram.com/reel/C3aG119vtko/
C3aG119vtko,empty.japan,Squeeze through rocks to test your heart,Aga Shrine,see-do,experience,japan,Kansai,,,"Aga Shrine, Shiga, Japan",,Cherry blossom season (late March–April) for sakura viewing,,"hidden-gem, bucket-list",medium,2,Y,Y,,https://www.instagram.com/reel/C3aG119vtko/
C3kZW8ZvhKz,empty.japan,Pink clouds before cherry blossom season,Jonangu Shrine (Plum Blossoms),nature,park-garden,japan,Kansai,Kyoto,Fushimi,"Jonangu Shrine, Fushimi, Kyoto, Japan",,Mid-to-late February; arrive early or 30 minutes before closing to avoid crowds,,"hidden-gem, seasonal, photo-spot",high,1,Y,,,https://www.instagram.com/reel/C3kZW8ZvhKz/
C3kZW8ZvhKz,empty.japan,Plum blossoms framing ancient bamboo statues,Hogon-in (Plum Blossoms at Arashiyama),nature,park-garden,japan,Kansai,Kyoto,Arashiyama,"Hogon-in, Arashiyama, Kyoto, Japan",,Mid-to-late February for plum blossom peak,,"hidden-gem, seasonal, photo-spot",high,1,Y,,,https://www.instagram.com/reel/C3kZW8ZvhKz/
C6OaPUGPFlu,empty.japan,Hidden sakura spots locals never share,Rural Japan Hidden Sakura Hunting,plan,budget-hack,japan,,,,,,"Cherry blossom season, typically late March–April",,"hidden-gem, seasonal, nature, budget",high,1,,,,https://www.instagram.com/reel/C6OaPUGPFlu/
C6liw6PvoYe,empty.japan,Fill your bottle with natural hot spring,Onsen Water Stations (温泉スタンド),plan,budget-hack,japan,,,,,,,,"hidden-gem, budget, nature",high,1,,,,https://www.instagram.com/reel/C6liw6PvoYe/
C7T8aADvdpe,empty.japan,Sip the world's finest matcha in Uji,Uji,see-do,experience,japan,Kansai,Uji,,"Uji, Kyoto Prefecture, Japan",,,,"day-trip, food, hidden-gem",high,1,Y,Y,,https://www.instagram.com/reel/C7T8aADvdpe/
C7T8aADvdpe,empty.japan,Japan's coastline begins at Kyoto's shore,Kyoto by the Sea (Kyotango/Kinosaki Coast),nature,beach,japan,Kansai,,Kyotango,"Kyotango, Kyoto Prefecture, Japan",,,,"hidden-gem, nature, day-trip",medium,1,Y,,Y,https://www.instagram.com/reel/C7T8aADvdpe/
C7T8aADvdpe,empty.japan,Thatched rooftops frozen in feudal Japan,Kayabuki no Sato,see-do,landmark,japan,Kansai,Miyama,Kayabuki no Sato,"Kayabuki no Sato, Miyama, Nantan, Kyoto Prefecture, Japan",,,,"hidden-gem, photo-spot, bucket-list",high,1,Y,,,https://www.instagram.com/reel/C7T8aADvdpe/
C7T8aADvdpe,empty.japan,Ancient shrine route above Lake Biwa,Mount Hiei & Omihachiman (Shiga Prefecture),nature,hike-trail,japan,Kansai,,Shiga Prefecture,"Mount Hiei, Shiga-Kyoto border, Japan",,,,"hidden-gem, nature, day-trip",medium,1,Y,,,https://www.instagram.com/reel/C7T8aADvdpe/
C8ExyvgvuP-,empty.japan,Rural Nagano is Japan's best-kept secret,Rural Life in North Nagano Prefecture,plan,when-to-go,japan,Chubu,,North Nagano Prefecture,"Nagano Prefecture, Japan",,,Rent from ~$570/month; food costs 1.5–2x cheaper than Kyoto,"hidden-gem, nature, budget",medium,1,,,,https://www.instagram.com/reel/C8ExyvgvuP-/
C8ep74tPnD2,empty.japan,Ten days through Hokkaido's wild heart,Hokkaido Summer Road Trip: Sapporo to Sapporo Loop,itinerary,multi-day,japan,Hokkaido,Sapporo,,"Sapporo, Hokkaido, Japan",,Best in summer (June–August),,"nature, hidden-gem, bucket-list",high,1,Y,,Y,https://www.instagram.com/reel/C8ep74tPnD2/
C8ep74tPnD2,empty.japan,Two giant sea stacks guard a secret beach,Ebisu Rock & Daikoku Rock,nature,natural-landmark,japan,Hokkaido,Noboribetsu,,"Ebisu Rock, Noboribetsu, Hokkaido, Japan",,,,"hidden-gem, nature, photo-spot",medium,1,Y,,,https://www.instagram.com/reel/C8ep74tPnD2/
C8ep74tPnD2,empty.japan,Hell Valley bubbles with sulphur and steam,Noboribetsu Jigokudani (Hell Valley),see-do,landmark,japan,Hokkaido,Noboribetsu,Jigokudani,"Noboribetsu Jigokudani, Noboribetsu, Hokkaido, Japan",,,free,"nature, bucket-list, photo-spot",high,1,Y,,,https://www.instagram.com/reel/C8ep74tPnD2/
C8ep74tPnD2,empty.japan,"Japan's clearest caldera lake, peacefully alone",Lake Shikotsu,nature,natural-landmark,japan,Hokkaido,,Shikotsu-Toya National Park,"Lake Shikotsu, Chitose, Hokkaido, Japan",,,,"nature, hidden-gem",high,1,Y,,,https://www.instagram.com/reel/C8ep74tPnD2/
C8ep74tPnD2,empty.japan,Purple lavender fields rolled across the valley,Furano,nature,park-garden,japan,Hokkaido,Furano,,"Furano, Hokkaido, Japan",,Peak lavender mid-July,,"seasonal, photo-spot, nature, bucket-list",high,1,Y,,,https://www.instagram.com/reel/C8ep74tPnD2/
C8o1-tPviPR,empty.japan,A bamboo festival in a secret onsen village,"Takenoko Matsuri (Bamboo Festival), Nozawa Onsen",see-do,experience,japan,Chubu,Nozawa Onsen,,"Nozawa Onsen, Nagano Prefecture, Japan",,Summer (typically June–July),,"hidden-gem, seasonal, food",medium,1,Y,Y,,https://www.instagram.com/reel/C8o1-tPviPR/
C9M4OgsP1k2,empty.japan,Cedar giants guard a mythic mountain shrine,Togakushi Shrine Okusha (戸隠神社 奥社),see-do,landmark,japan,Chubu,,"Togakushi, Nagano","Togakushi Shrine Okusha, Togakushi, Nagano City, Nagano Prefecture, Japan",,Especially recommended in summer to escape heat,free,"hidden-gem, nature, photo-spot, bucket-list",high,1,Y,,,https://www.instagram.com/reel/C9M4OgsP1k2/
C9hfFOkvE1J,empty.japan,A wild outdoor hot spring on a volcano's flank,Tsubame Onsen,see-do,experience,japan,Chubu,,"Mt. Myoko, Niigata","Tsubame Onsen, Mt. Myoko, Myoko City, Niigata Prefecture, Japan",,,,"hidden-gem, nature",high,1,Y,Y,,https://www.instagram.com/reel/C9hfFOkvE1J/
C_dEjjVveBM,empty.japan,A 600-year-old dragon pine still alive,"Yuryu-no-Matsu (Dragon Pine), Yoshiminedera Temple",see-do,landmark,japan,Kansai,Kyoto,Nishiyama,"Yoshiminedera Temple, Oharano Oshio-cho, Nishikyo-ku, Kyoto, Japan",,,,"hidden-gem, photo-spot, bucket-list",high,1,Y,,,https://www.instagram.com/reel/C_dEjjVveBM/
Cq5Zi5aLOUs,empty.japan,A Ghibli village frozen in time,Kayabuki No Sato,see-do,experience,japan,Kansai,Nantan,Kayabuki No Sato,"Kayabuki No Sato, Miyama, Nantan, Kyoto Prefecture, Japan",,Special illumination events in May and December,,"hidden-gem, nature, photo-spot",high,3,Y,Y,,https://www.instagram.com/reel/Cq5Zi5aLOUs/
CrLfI4FNFd3,empty.japan,A temple hiding deep in forest,Kochidani Amida-ji Temple,see-do,landmark,japan,Kansai,,,"Kochidani Amida-ji Temple (阿弥陀寺), Kyoto Prefecture, Japan",,Closed to visitors in January and February,,"hidden-gem, nature",medium,1,Y,,,https://www.instagram.com/reel/CrLfI4FNFd3/
CsEEDlkLP8B,empty.japan,Draw your fortune at a river shrine,Kifune Shrine,see-do,experience,japan,Kansai,Kyoto,Kibune,"Kifune Shrine, Kibune, Sakyo Ward, Kyoto, Japan",https://kifunejinja.jp,,,"hidden-gem, bucket-list, photo-spot",high,1,Y,Y,,https://www.instagram.com/reel/CsEEDlkLP8B/
CsYqyCyBjWq,empty.japan,A completely empty ancient temple,Kuhonji Temple,see-do,landmark,japan,Kansai,Nantan,,"Kuhonji Temple (九品寺), Nantan, Kyoto Prefecture, Japan",,,,"hidden-gem, nature",high,1,Y,,,https://www.instagram.com/reel/CsYqyCyBjWq/
CtJmKcPOcIp,empty.japan,Sushi aged in red vinegar for a decade,Sushi Akazu,eat,fine-dining,japan,Kansai,Osaka,,"Sushi Akazu, Osaka, Japan",,,,"bucket-list, food, luxury",medium,1,Y,Y,,https://www.instagram.com/reel/CtJmKcPOcIp/
Ct_qk6kubTC,empty.japan,Four unmissable summer festivals in Japan,Japan Summer Festival Guide,list,themed-collection,japan,,,,,,"Nara Tokae: Aug 5–14; Daimonji (Kyoto): Aug 16; Yukata Festival (Himeji): Jun 24–25; Hassaku Festival (Matsuo Taisha, Kyoto): Sep 3",,"seasonal, bucket-list",high,1,,,,https://www.instagram.com/reel/Ct_qk6kubTC/
CuRk2QKOLz_,empty.japan,Princess Mononoke vibes along the river,Kinosaki to Hozukyo River Hike,nature,hike-trail,japan,Kansai,Kameoka,Hozu Gorge,"Kinosaki bus stop to Hozukyo Station, Hozu River, Kyoto Prefecture, Japan",,Best in spring and autumn,,"nature, hidden-gem, photo-spot, seasonal",high,1,Y,,,https://www.instagram.com/reel/CuRk2QKOLz_/
Cv9xXoUuOoG,empty.japan,Kyoto's mountaintop shrine secret,Atago Shrine (Atago-san),see-do,experience,japan,Kansai,Kyoto,Atago Mountain,"Atago Shrine, Atago-san, Ukyo-ku, Kyoto",,,,"hidden-gem, nature, photo-spot",medium,1,Y,Y,,https://www.instagram.com/reel/Cv9xXoUuOoG/
CvHx6GZrQUv,empty.japan,Kobe's cozy dandan noodle den,Enishi Dandan Noodles (enishi_dandannoodles),eat,restaurant,japan,Kansai,Kobe,,"Kobe, Hyogo, Japan",,,,"hidden-gem, food",medium,1,Y,Y,,https://www.instagram.com/reel/CvHx6GZrQUv/
CvXKJ3PMCiz,empty.japan,Japan's sandbar to the sky,Amanohashidate,nature,beach,japan,Kansai,Miyazu,Kyoto by the Sea (Ama-no-Hashidate),"Amanohashidate, Miyazu, Kyoto Prefecture",,,,"bucket-list, photo-spot, nature",high,1,Y,,Y,https://www.instagram.com/reel/CvXKJ3PMCiz/
CvXKJ3PMCiz,empty.japan,Fishermen's village frozen in time,Ine,see-do,experience,japan,Kansai,Ine,Kyoto by the Sea,"Ine-cho, Yosa-gun, Kyoto Prefecture",,,,"hidden-gem, photo-spot, nature",high,1,Y,Y,,https://www.instagram.com/reel/CvXKJ3PMCiz/
CwC7XY1RZmj,empty.japan,Bamboo grove in every season,Arashiyama,nature,park-garden,japan,Kansai,Kyoto,Arashiyama,"Arashiyama, Ukyo-ku, Kyoto",,,,"bucket-list, photo-spot, seasonal",high,1,Y,,,https://www.instagram.com/reel/CwC7XY1RZmj/
Cwh07DDNoiY,empty.japan,A thousand stone monks in hiding,Otagi Nenbutsu-ji Temple,see-do,landmark,japan,Kansai,Kyoto,Sagano / Arashiyama,"Otagi Nenbutsu-ji, 2-5 Saganisonin Monzen-cho, Ukyo-ku, Kyoto",,,,"hidden-gem, photo-spot",high,1,Y,,,https://www.instagram.com/reel/Cwh07DDNoiY/
